Total Print Distance,X-Printer 1,Y-Printer 1,X-Printer 2,Y-Printer 2,X-Printer 3,Y-Printer 3,X-Printer 4,Y-Printer 4,X-Printer 5,Y-Printer 5
307345.445307,0.532716457372,4.66313407414,751.4622087,15.3826715545,396.721077929,655.201188233,121.58047068,913.874826124,182.146994201,986.4886025
267389.765396,13.1498316902,48.3556040428,535.632933726,127.775538427,263.856746229,704.946920735,247.40353439,716.206913069,112.612649769,858.904694868
239784.30908,399.228428093,476.435158214,457.415212485,635.282476273,712.062780677,425.638882719,435.814106171,731.286576779,285.06021443,942.440424709
209024.122915,51.9536481739,218.362797816,506.767789384,244.130312907,440.727572929,423.464522142,130.095626531,637.823739799,302.503172371,952.859056996
331548.648136,584.561529291,190.794198299,678.280594463,118.07571294,761.697955041,5.66863530306,743.79048132,686.078363595,625.882524123,811.729243742
203348.261954,332.608700386,540.716910484,625.18727233,185.487365659,282.220636413,976.769788261,784.063810902,692.262115541,533.572905727,903.199694528
227135.286139,379.155638914,347.176544496,120.39731542,579.606318411,319.695499327,656.339510722,0.909249210393,806.334677053,661.541477428,834.027529221
284383.853219,178.733972786,126.734808119,3.88801724382,406.870693229,49.4025048394,464.19887997,538.762410582,254.190577419,744.38434115,642.02821972
235506.674962,538.491374768,241.129131522,395.844995101,599.403657446,723.43879236,87.0434677948,677.810944527,439.195141458,750.698921596,549.698301806
318328.269288,107.695521463,15.4343847267,535.608761042,158.845451942,760.00200669,215.039677448,733.934176384,597.651891845,613.900299487,889.27596466
244420.453309,174.704114679,256.021452073,331.440705557,221.189205199,607.778494127,428.66855827,450.320436096,652.778494672,680.001169979,627.580031909
240428.3051,238.955939433,618.997555234,571.175372031,491.750944693,517.719244883,600.334355433,745.551594885,485.549222188,425.553652728,934.363447538
283969.689716,152.262037421,507.367527981,583.360203726,586.837769598,369.158397855,927.466019424,677.944478618,836.889739056,582.809645781,998.825983523
361057.325885,76.1760601849,235.650308343,258.393815815,90.4059928663,300.339563689,131.963337414,219.960149313,529.128846396,180.166453776,558.82518608
353406.437727,136.307407608,107.312621533,125.643535641,309.587426957,34.0468968905,367.577629159,323.45328488,461.96053131,11.7261859279,794.35048085
354320.456964,58.7362765924,12.1564297262,229.602641849,58.4514193285,2.5080346106,478.809788789,262.090545416,669.22237644,215.575474659,802.510146776
235148.179209,449.332250332,545.876241597,685.304086748,350.497840218,706.591420694,312.008685811,130.197218753,1004.28077697,760.37561431,1007.10798112
232109.0672,360.559293566,325.06502959,71.5750143625,730.504260372,292.153494537,751.332570121,409.802742924,697.327480607,748.363587704,997.723020829
260215.025498,270.896955745,145.170426024,228.204431112,478.655719784,287.219926957,530.413296576,752.175815745,457.059113031,699.414375552,623.730786708
301437.140604,226.017527156,833.868572927,767.720771781,406.949048796,366.766087024,819.235394567,411.028555861,845.390210585,207.272446133,977.07040888
243759.18906,242.10442039,54.9652778205,447.638849994,414.690219299,709.143756604,50.7587195547,258.505417622,916.815558943,186.900044166,934.265125224
284291.316016,153.078020074,300.724567481,369.696612057,134.054833835,497.757226084,221.100612963,713.620679985,142.016340577,595.311563123,955.240895416
290382.646277,330.217837625,193.13786939,358.297409335,157.114119792,177.938695244,380.507064877,27.126831313,780.982805442,440.834023421,884.447300985
309036.595345,27.7187414208,206.409778831,254.849754531,277.079601318,405.221408184,248.694575615,526.002556948,308.951431187,754.967051615,742.596833233
220558.869621,42.4018748128,455.484650998,156.123522923,447.851755138,508.363011169,206.590182653,61.7468336732,794.103327197,686.203177184,559.648076446
249603.039738,51.2837758553,463.248819895,512.548730668,231.505517336,704.969040298,347.60703993,728.270539707,783.165120967,619.834607283,903.23466175
313451.676287,215.415368251,23.9674348676,642.102483086,500.269451793,759.631471442,411.140258439,86.96390099,991.678761725,19.8530965249,1001.24800344
341921.817355,190.16966619,626.788814381,90.2149520803,664.198531659,334.786278385,592.456824935,50.1246998151,767.413930435,440.949908827,902.121513985
245036.341952,176.427451508,438.17695871,469.072464167,72.4436604265,697.277975298,334.015326133,626.308993361,503.128337853,603.94338814,704.438779012
232721.427162,110.841045336,102.037981174,216.217102552,228.135334509,240.737164765,356.300955703,572.232611855,178.522615769,253.626149069,689.080581459
212271.017526,427.146077852,74.5546930306,286.854049408,587.697080516,60.1842570242,728.730300015,717.025162532,515.214366343,699.952354608,781.450291406
214580.865543,460.638955114,149.884104738,22.6575400965,558.190963103,175.840514474,531.92892916,589.412111876,288.412203328,204.668482493,928.13463122
302805.206446,13.7889096544,86.2855843268,11.1688611228,164.973241965,281.421031767,145.578782911,383.120254115,462.233855767,539.931893091,835.566861071
223205.306531,468.239072739,343.144107714,486.261138443,403.80669556,492.040885732,627.094477798,391.381967749,747.808600568,137.67263647,880.443345631
381073.104951,71.8827315272,19.4993304229,582.064478962,133.400447699,723.959641948,157.70588063,704.864639629,589.087080486,738.517169654,571.281210127
263089.058353,56.1857656735,113.458839803,411.904073777,445.444441003,716.995463348,352.898005326,776.817983761,463.782440209,602.184880341,871.614180929
219476.7354,414.597863746,136.756642048,66.2966185316,532.690575832,501.713599583,488.681790549,330.106864668,896.192158253,392.980174142,990.446360361
262298.140606,286.84531305,748.823374205,724.709793608,413.139641754,460.40183481,909.569746259,683.704820317,895.855499207,750.68154014,929.791968094
226258.928917,315.131205082,303.054454875,219.299426907,487.940603269,540.728776295,238.994061772,354.581279719,513.946580863,603.551378702,513.528612597
270499.176582,241.057471097,283.89220878,591.602310291,667.30123659,302.029965929,877.306813628,759.226341514,759.572346997,675.527014397,1007.94331229
239785.969556,28.2221070815,193.236491232,359.322212195,130.918211243,83.2529303818,377.29162615,113.105357968,801.923981539,600.28572573,548.746746611
304444.055482,22.9453395013,145.270510427,143.599976172,220.607569887,679.542766711,375.609575237,703.872740508,379.213837523,574.182517297,907.552652297
318690.5815,29.6122557376,137.025053206,143.841252258,231.218891135,518.863353748,649.669469994,419.315100434,787.426496877,226.182627356,962.154110839
219322.790208,189.601476338,406.03098181,494.028963849,385.805730495,409.745258403,546.577858714,376.600099119,717.929688038,626.362484239,844.470882528
189692.39649,466.24995569,254.707033864,642.324658639,262.231026153,324.429341778,802.938002605,779.172541659,568.796250896,589.594301549,956.92507939
324624.393497,52.2030899526,262.355871111,18.9037978811,347.97165876,57.1509664123,592.630591343,633.589169957,607.67972854,725.549037457,817.897859175
203556.297302,175.416165063,242.964420258,478.4217376,279.267721548,541.16095794,163.718887701,125.874563908,815.715834713,605.351706686,801.44766768
256430.961016,417.265731094,289.37680389,1.7972350512,521.476361021,672.978777143,368.945174827,687.367116199,722.59419652,771.16855608,805.481203736
256922.106756,209.101058662,324.092716373,530.54744938,110.004941824,460.273011512,376.574547217,541.850954853,509.832877512,759.40820608,820.204519288
279680.337818,13.1859785834,51.3714303908,7.62094197037,285.950151843,487.621227351,381.330928089,712.97419786,207.087344508,87.5212365852,987.705064953
296901.341453,51.7752651119,111.797225538,780.000402755,145.322216617,407.277587099,803.479936615,197.064529234,963.769011991,607.276659004,808.177924166
327339.261861,212.534677753,121.676351435,200.945522653,456.538101226,576.665881415,737.575076391,563.890776465,880.473614471,684.671742903,851.265859554
281511.18081,239.463755778,11.9461798184,237.763601719,84.5439571949,562.783377976,503.792358906,385.639562189,942.353439472,584.024666181,991.35931803
265214.706971,258.749870352,20.1971214046,462.334260118,150.794165428,623.564776845,186.308211361,23.9258258009,877.045719041,779.610115481,528.583359822
198898.679926,386.613186495,409.297225598,307.905375192,550.253836903,183.793113722,790.448135801,724.573783328,510.532281819,635.477197291,849.067046194
199076.799652,311.987404312,333.446802323,202.456808385,516.492872438,368.969446174,513.617289411,693.07107226,220.819611044,297.843170864,916.95608442
272943.713382,158.180411268,354.842545564,421.985321214,148.140731638,46.9996351152,535.183528257,410.765689847,503.944076915,761.601667727,123.326151455
276907.898637,142.096441611,49.8704475189,237.6911857,381.994889516,24.2399437829,522.166544695,454.87625707,476.828987736,753.845577205,196.20289178
308115.822052,112.44419996,29.9977991122,239.18280092,110.836363824,280.720997908,245.324298767,316.097708601,786.57609701,191.169672255,848.414086111
328530.136177,97.9497506918,265.738143663,335.053362393,116.849343677,616.771444944,674.632694116,586.160965555,871.571508272,761.575275398,950.977887988
200955.341551,299.419958723,48.4066471799,686.419636975,127.34385855,605.0189928,487.139825833,226.422343982,876.930143871,754.643826535,895.233796134
280462.103553,196.013842821,384.07590668,278.138487152,440.018026322,482.921152131,380.6068147,414.414680611,461.086456926,409.296795996,569.410071697
225142.668478,323.304090357,174.778962202,388.248289898,186.462638684,540.201230374,167.430324198,55.7437080098,659.053043443,685.501097728,543.395132252
210322.798489,300.723902684,363.90078185,138.45334853,710.922133052,767.489656628,165.654916994,187.095152097,870.329358538,491.533780109,978.013699759
292266.668524,68.8450062207,92.608737918,57.5969309426,192.667071577,455.256543592,246.106185114,736.458416154,129.614476404,59.327897098,821.470681069
274369.856268,121.181663752,282.13797241,186.269765148,308.923716519,98.7589260502,807.115888966,131.79967486,841.748949761,740.289336472,468.27032684
276352.414594,67.7015064689,285.270811502,399.055221479,149.022198646,439.811764372,194.157531168,49.6760092549,804.633832475,485.012920193,978.948746046
309307.64247,45.3885686223,569.085587669,272.75548909,540.370955763,186.170246715,680.1420928,169.114852189,789.759048704,680.301050632,784.609504749
308613.384875,455.383381231,636.028022222,354.894448636,778.341213203,437.53960852,748.43205868,780.255387349,512.537215689,351.334962693,892.928984864
216517.753009,341.690110508,95.1225505402,693.378177337,70.2269789285,682.770627507,236.742083506,170.151452055,783.622951396,582.991989213,887.759889652
177601.60233,296.951813654,260.250215032,508.14980974,350.368679394,672.655613797,168.684532006,122.085713545,823.80724026,701.527594535,714.936966009
215486.505413,233.422271215,465.758136072,460.936612023,441.849470157,680.296990891,242.361443752,690.17118799,374.557074194,602.122291357,842.880833639
291920.884785,33.0995209223,402.252567192,165.006127615,387.160287732,726.804377411,573.19976649,175.814022826,929.733446178,394.995715307,951.519495584
336535.351881,74.0933123693,80.3469726267,178.269832923,233.44545776,126.073545963,288.423193522,152.684692267,503.71510624,554.128058482,689.404860257
231619.207888,377.079352757,388.211155783,511.83292703,452.107178395,719.016285364,295.361940572,462.838086349,627.82479564,536.359544119,816.177365521
262537.636599,601.414803382,58.6905229496,99.7790791771,652.622790748,580.923959532,772.10776203,44.0347522807,970.322557153,652.156346417,849.227340973
258349.078266,2.00152553136,215.434861117,338.105406729,268.655297156,409.914469084,487.087887615,482.911310187,490.083961925,434.615648777,764.237107999
252992.376323,34.8923038344,536.964092365,654.105971567,62.0785981375,43.6946460349,668.414018654,99.1721580527,781.828385226,574.212384256,587.547626282
199638.924515,628.625845494,346.733947403,718.077548781,23.5335620984,196.74092181,709.822484173,759.843698794,529.871958871,638.777592017,861.535079226
233851.643167,21.7634988388,596.805733024,603.647878938,371.61908302,622.425396491,573.808496021,319.473033496,852.211285698,262.679571997,965.436381072
243406.285386,139.463416142,418.071935974,590.294274478,11.775985024,550.234593942,219.739271426,383.458910836,866.779213337,470.217586651,995.172223293
206910.844038,523.386557969,74.5066755465,128.187053974,674.044204009,254.801179391,742.352415696,654.0652749,481.682142612,282.618414297,863.111445084
253740.32592,191.092942286,165.255694708,44.3289973929,261.188483353,340.695845424,393.234950223,250.628093809,786.414293663,748.818783576,857.846608287
210884.87126,128.024737049,32.1901468244,394.23713293,370.443019578,637.952659031,259.979548671,67.2363086509,901.888728129,600.764610988,862.660746149
253782.082714,145.788307753,89.4238251874,211.981800099,215.037009351,341.110236959,512.532012921,70.5303903757,700.830228578,741.072616073,263.622042311
254278.896889,190.377326225,274.236657508,87.5241874709,374.502149098,515.797722169,105.803738233,86.6439959252,569.735809449,482.571508134,414.830799551
204429.001995,418.445399295,352.713006162,544.66282071,328.983262509,673.886881215,198.298049924,70.4381996568,875.388632827,733.610673487,771.932819937
247606.859014,563.821027133,25.9867162175,684.249995715,386.99017265,358.136889846,753.521755924,470.410687092,851.646794313,460.774621129,985.907252742
241089.210964,445.713218405,108.451687335,519.267963262,322.561368259,723.778454993,252.49149846,468.698699581,785.116807833,568.488759307,871.151435244
223550.658828,358.692717757,126.315404063,416.913048874,282.146165244,613.894381575,94.2288171607,333.222204022,683.589644059,88.0132464092,1007.84699075
258121.314271,300.648591569,279.166444831,320.0467573,327.623680498,12.351428709,536.836660777,649.764686095,65.6163941073,700.991859196,521.165953889
220613.241312,258.613740675,244.198615784,653.005287246,38.5490455504,549.869064368,516.497691982,308.091683998,872.422624458,320.950329624,1000.5870023
242681.962483,140.29282143,340.420679886,359.739587558,310.780316257,278.041647966,562.890026072,719.066301361,8.43965992365,351.244792225,813.933815976
235331.009914,358.339087628,475.307990333,233.177894141,557.642411042,222.393369841,586.214292251,186.47441655,671.58579334,588.751936679,380.066422843
228530.378125,25.2986900802,172.087714626,385.233674081,143.364749531,380.501586204,359.160234177,91.4806878843,760.037630502,680.340051791,396.701604703
213009.622037,419.496568045,154.372163199,441.687144253,521.097822045,648.809396003,273.69417385,342.936786945,623.587887897,2.37066882667,844.741741936
202789.07679,440.955378676,331.782434146,563.949470795,243.243205123,605.048832706,273.714011808,327.370907645,756.412904308,192.345456326,955.833856212
331201.682863,76.12256352,223.316326933,216.595034247,276.010100172,546.235162739,635.853501694,533.916683743,713.374636684,571.252039007,837.385625118
198658.977774,585.873394016,82.7894387955,521.021041941,376.181252337,630.294635046,358.919944249,273.538086266,868.075099322,535.237542784,821.319199599
210668.027456,304.09972505,122.093871883,558.555613249,470.052294478,258.365936625,689.147185175,576.682870951,791.462694435,767.999001719,778.52731915
254256.867245,381.036197488,173.267657167,659.926327499,289.746012441,702.623667488,410.434457154,751.866716414,479.59406302,128.810899609,982.920285335
231753.906955,438.453546511,414.963532195,164.821555363,786.557780403,584.460606416,559.629201628,687.421382704,636.41694675,776.111798658,638.065305196
286680.02744,41.2209330111,135.619924479,306.478374445,117.352248108,398.09752536,85.8295678568,682.962433491,129.910472098,195.275478078,854.174404975
378285.689599,64.9233470886,152.062871877,45.7492087807,183.011443313,738.996348902,37.682570581,581.558041489,876.118599382,760.04946422,743.891895637
225717.737913,439.30476474,32.3180507157,264.843073779,451.790111455,5.13529044245,799.689982599,269.236467054,834.249773197,748.95878184,486.040947727
215753.220909,105.339553673,498.861655819,488.707417423,314.126908238,354.989810965,608.263527689,736.287519856,558.93896155,728.987118682,714.829124086
244448.4251,44.5979260772,419.585407925,526.851213339,71.5540097506,508.356678172,195.654846259,489.48536184,248.471470773,204.048299704,756.575203436
275001.01423,250.092392874,398.009766683,187.669808256,462.584038355,660.527334881,652.501467812,204.965670475,949.091971838,680.269882182,722.86999321
276876.176034,54.8687758848,157.025770796,217.578259119,726.599451377,497.106043398,600.33751229,647.083448696,593.883669789,669.244212259,721.199148142
212590.516084,71.9733896797,75.1737765138,187.922568441,430.856849729,655.770862761,314.843226434,340.871460045,830.857468825,563.650047178,931.941063963
278592.708835,198.013171839,129.634392545,105.393965461,555.730107093,587.362114083,286.768683501,626.217109443,253.715175407,673.562825857,293.787978059
299091.651569,65.4143870424,245.274988526,82.0013710676,373.673202304,284.976094342,326.694530643,167.644552699,506.018892128,695.531223331,168.822702419
243274.416724,195.787052651,450.533541454,532.493103487,113.959133548,14.1313399559,672.157641624,764.392122811,6.75182752974,551.089436166,625.062355897
298835.20183,256.739749434,67.7874980756,287.366429415,69.7256432636,151.956043184,438.978447256,396.979766175,327.231455243,780.349253854,952.754906095
258201.369484,325.966841611,88.7637208142,304.384766409,436.68572836,100.011296528,612.566645302,394.239578913,707.269911013,248.355890644,785.765162069
250047.796402,102.87269099,287.246645436,38.2794144679,641.540805257,760.287338627,323.61302287,391.015984453,736.460151291,622.979465636,693.892140734
253903.125264,286.039982859,44.1814863836,346.565713602,482.608644652,97.5897663601,755.518578591,624.682098209,689.726610701,777.63188448,1009.61766634
224991.892784,159.717501069,354.975756931,613.007448839,113.609657398,510.700196694,422.572902545,469.648106637,732.213438985,487.050573636,801.8038672
215567.20149,378.762297926,622.233952843,527.851503346,527.954559934,701.815984407,324.969557023,54.6372955413,833.474367107,659.438568419,835.600426105
225316.7206,429.638148511,207.101305102,43.8020886452,537.696895561,334.389853973,509.341646075,665.879925262,247.183369529,662.374141127,705.981983712
256139.861491,390.590078334,124.871379141,517.482711135,63.6741303936,572.625074344,214.448280755,410.673105367,536.913814729,579.475591915,363.762289235
242006.695095,207.064646269,460.39472238,191.014922418,657.672211971,313.235954255,667.913979962,782.988329075,246.307778743,419.012945816,815.545610849
294622.834586,106.098227711,249.304132891,345.448042686,14.4237662214,680.00718122,196.466956381,453.759108342,1008.25579936,677.342359241,917.740922261
256943.502118,320.024861019,28.9268991907,463.871843817,249.853592677,487.171837146,345.000639002,469.273349932,623.169881343,745.031454307,430.716978876
264113.921888,92.4131027725,32.3807082183,306.312917165,260.099445016,592.992873105,313.046620791,543.867809606,925.93655434,783.326554764,752.779087293
330035.085728,148.27809608,347.925647464,173.572398236,376.115126587,711.120173275,4.5497658593,655.379128256,813.110125761,653.361642557,932.643653525
305349.60199,120.3896873,262.323789602,261.251044183,350.701199328,123.762026167,661.507210457,125.860081081,771.086862774,283.618567344,783.225924513
366397.518048,154.144558072,281.754776182,67.3019839105,395.797554954,489.696159818,844.593709728,258.420079242,974.656262694,341.407955526,950.528209292
279610.030994,81.1940530873,424.657224624,188.341992033,403.434061983,193.549059347,561.314869764,753.860990688,160.440447715,771.271005638,333.912066457
262237.867864,39.2498278179,42.5307872732,329.524667895,326.035181942,79.9449126753,593.770777646,204.089237259,819.718751405,449.727084906,940.065072882
285184.033088,164.291958214,75.8487316147,313.67649077,10.635136029,605.06957254,78.5619187354,601.82342603,435.576726801,559.06009533,917.057026457
290014.587546,141.014226898,235.136510412,253.609953456,752.043368263,528.36767027,658.662326544,482.538389862,778.672013027,107.983567586,914.862183229
229758.569098,350.462006566,117.026395999,770.635191499,45.0694160051,602.913086047,513.032582422,322.446857109,877.217657622,501.741261199,952.124558784
252673.358302,210.95704083,115.335136569,126.601204921,492.65733335,383.023285143,382.07194883,180.396561401,943.545271399,455.710425064,925.368841047
228593.938714,445.487326692,55.4125045413,498.52852999,518.003064641,323.052807614,893.238556069,750.608535887,691.382800518,604.862412276,961.481129841
240631.643009,355.500472572,54.357892099,151.657827229,516.901923696,454.924601907,315.238495065,226.108377177,518.190673913,438.80077763,975.741651959
245535.546386,410.848616116,104.826026475,151.54747743,433.535032287,195.732355894,578.350442606,630.980349154,94.6827798274,539.227805312,936.959892532
230494.747391,18.3439060481,0.327838704472,211.228415149,508.509469205,646.360614909,356.563374404,703.289285233,489.162652734,462.792844376,896.212344901
330052.747521,173.570113983,65.9938622002,233.338901641,337.218161454,115.525357412,472.704224975,579.276506441,687.899173406,578.912621915,700.763556852
331924.029134,320.194300582,70.6675307496,350.453969274,196.798992115,598.807087786,256.354567507,550.234090421,395.083273016,559.162054415,418.458167202
232764.188021,18.1865705408,71.8934685541,575.29374498,140.59645576,608.094045514,551.218280546,314.746569469,903.637316305,551.890627056,998.164877291
240289.622482,391.451814543,418.801678316,541.80191906,200.676216975,555.491021055,207.331712385,775.731739363,172.651234455,276.610104098,975.828186671
256885.08503,186.960561012,400.140285463,469.172816553,94.9949339965,417.531503128,723.146341848,428.61026377,761.727454023,99.4342013205,963.793635924
296992.057301,144.660524965,78.0234893025,185.208645376,462.71424337,326.11128091,630.255485735,309.321580863,841.275080993,752.01274727,726.478420444
289069.962583,18.1803507219,187.313934858,195.439442496,257.812660927,479.916164612,70.0416194164,251.831971128,442.478704303,570.859179981,883.762521846
217173.358529,11.7539671061,142.084105348,459.62666462,287.400402661,24.3251751559,705.977904885,635.865773198,498.747551137,332.017310183,839.381104931
276872.026329,308.174887175,160.230625819,196.357531185,715.223646088,56.3259626013,766.432235262,245.558650934,733.612177884,411.425921338,700.595194944
219359.300192,24.4738782907,17.0176769049,607.925692542,322.697762373,137.595378839,731.152609917,445.878650829,626.127232499,377.043209316,884.342934861
272825.715319,190.24732388,24.9019111746,135.551495967,449.027843127,331.2907823,567.705032055,723.322573877,75.6714813752,776.002107744,353.328370388
217662.149453,113.026962213,113.612586265,219.820095893,68.3661618534,504.357657615,341.595620918,211.945811868,821.44084672,732.80449678,760.600377082
273713.158969,754.084228334,321.126020276,548.844104821,721.126453579,262.675948302,869.256710897,514.178806906,869.041674046,680.228650737,907.427459621
218725.050925,581.840886177,22.8077983377,521.856053285,329.439927632,384.595760374,699.614996243,708.119415657,656.523962681,420.546440722,997.696988215
302256.037632,99.9044302756,5.86507697903,82.4196300088,236.258014362,361.507741367,0.301171333953,188.201401945,670.022159655,724.882804232,814.798589373
268773.15682,285.934417487,289.213030924,292.982349193,410.697201788,466.629257297,196.981877432,742.598773542,816.686353514,693.33677383,944.546178985
246950.942774,142.051948111,305.428949992,350.678767052,310.179127511,18.2293899477,576.581046069,466.420315264,409.88043389,633.956646151,891.72011242
277021.126823,392.241097319,121.084674568,127.219006473,577.888553987,206.293431598,576.527861862,241.665635621,860.480860881,300.337990795,903.061234974
287191.898857,30.4823565499,133.47521138,62.2586732085,175.090849582,115.477163638,235.383428558,212.353693787,817.912262809,633.423799559,574.01096865
193928.695144,590.057898027,70.4388288465,208.089041854,637.742931382,608.23161097,476.070819007,254.782406638,743.835132551,565.920176528,721.715089031
245153.431552,275.107682831,253.327299406,395.69518828,260.329462782,56.7523592421,763.22063549,480.652601055,699.750787432,43.3364525813,891.54847512
334462.406024,125.44086331,165.781140154,51.6492931337,495.16842849,502.061717998,165.151650754,628.658908515,205.037913707,778.37422782,201.958313115
282137.975462,197.716823346,154.844453108,243.363645819,100.029904724,391.668401258,181.125358451,582.404010601,583.212785289,480.139923878,906.175287963
291237.414358,43.6547103012,223.538352079,58.2329519419,306.82639291,596.308053234,141.678257819,654.247416324,127.408415097,127.613840721,701.350359827
325532.610536,150.820046818,129.90221149,624.784173352,519.711948067,659.376578453,596.829442463,525.953465248,811.158567565,709.326018492,744.681344814
255408.926483,128.59731517,354.441214552,366.535153763,364.972247085,497.896509542,424.148051721,590.699281638,418.842769947,480.049177819,674.55050939
268662.280796,95.8921182105,345.587910708,379.778281951,223.336541996,73.876697344,495.71846377,95.4273288496,648.447890565,701.307818176,217.865311824
213345.335492,194.535206395,110.21025977,454.489166278,19.8971098843,606.974887278,332.929012538,287.600906397,631.214210612,172.087943908,905.127984322
225467.199369,489.577546998,40.8478735011,298.833559562,559.984762903,698.91259514,429.872468929,503.132079694,833.597812735,784.063019495,980.128996605
216423.632418,425.527945608,195.275621065,65.684221889,588.302927005,716.790936878,335.052948936,712.822896087,524.487073118,86.7810340825,919.124387283
335671.899013,82.9255740738,253.233010367,86.6875983878,335.606549018,167.858567245,374.658335534,328.99747286,292.284678996,621.565093293,215.03317788
269063.250668,626.890775015,11.8632769257,127.828132502,656.069483239,123.075953762,771.070896423,498.224882189,688.245006185,376.931154088,863.890639312
199771.073401,68.2108572397,180.528707983,342.294210594,191.567669818,547.367111666,304.3712718,217.657086495,891.633493823,675.734879212,948.319609979
228861.105013,167.085728668,463.595519196,548.323917062,489.544367145,323.761200545,722.968913136,641.059631922,882.790142827,780.619865014,795.568277407
247458.060222,132.36185039,228.524557036,510.271841377,446.863100018,450.580772085,717.31222789,233.734339438,913.45719385,284.3526588,1004.39302634
221138.967312,255.527612072,303.143882344,615.987235703,191.247053791,675.307320702,158.985414847,272.631866009,797.682295242,210.227000214,847.839126864
431332.639734,153.681440605,56.9491052281,176.777853662,63.3044714129,79.5138225634,570.695750277,47.6395424292,677.090004606,127.081805594,826.6276754
272466.256191,276.177076028,21.1612544159,356.90993056,298.061336609,406.095420743,708.697696112,414.328399539,860.458941214,503.987814679,839.516631885
198699.741313,425.646765179,87.0718318203,16.9108935478,568.219959379,580.47995952,422.074051931,244.805914255,927.573200633,647.377123074,855.425963517
225834.818931,177.709138469,592.926105782,69.5301716558,716.962264613,767.017491506,163.70462022,652.695449234,478.60303798,295.887372652,767.660452804
204942.19459,414.717229834,186.671286404,550.828151157,33.7294987833,148.827934603,732.378270437,519.491682516,613.025792133,743.776717016,706.666761337
276898.689677,49.5376583915,25.9054484114,59.1415940059,407.413393669,498.1328418,312.70643726,690.359552386,371.673397443,753.23566503,987.35201487
190134.817315,485.826326927,137.236941552,193.453297287,592.603311364,561.453644789,427.480063629,553.914036769,820.922057668,661.010333575,869.084539147
259451.900701,442.044329933,586.663873432,341.429307512,682.7565487,782.325801755,333.65419607,294.689419612,926.297088899,9.53074166751,993.618426499
266272.813884,175.530059078,351.490130916,345.343553106,257.925653341,232.185662221,462.675468767,78.6562420407,762.46476762,377.534135238,895.245118541
218014.218391,212.319090376,296.311918556,539.462999521,195.992539896,742.134505051,317.867262219,355.827298868,900.885351598,730.141838549,803.06650022
321985.734775,147.385265717,113.135845207,233.096618792,313.315277912,613.711094007,65.8878863928,672.17075796,811.561682252,755.337350879,815.936572222
306368.256101,50.1588033476,188.448139287,229.967199435,194.335956266,371.158143431,71.0963134802,337.052717511,298.733104757,468.071873289,566.118062511
238301.6372,111.721260663,20.3546370388,51.2797327351,137.132173086,660.381381671,376.476104219,265.449715979,720.341555225,399.876531673,908.650177811
357012.307273,438.077071402,106.364003251,455.235809948,220.832087282,553.076279754,362.838610647,706.908837184,249.624788147,657.991592856,362.840928287
268639.562457,41.5025434458,202.532511613,356.427453408,220.580063488,361.593544543,364.611275027,709.582154913,108.313604892,112.084677903,955.334333703
261381.4537,661.76554514,224.170261466,666.496727955,273.409800137,551.536030904,595.538789978,694.021695542,496.537138928,446.64565918,822.766771023
240096.823788,243.344826829,21.4083182816,386.572605994,324.353019841,513.888554594,164.553562323,63.0372120672,933.857733897,592.085182451,970.433752442
250147.481266,194.608754298,743.629932384,754.825945971,197.478322268,769.094481378,529.230705127,63.1073929708,994.836032163,722.868356004,743.673946699
270946.156851,168.919075229,492.956226069,358.939744656,501.156584023,699.003905344,622.086989671,51.8829228251,971.312142328,715.637371086,791.997446246
229341.052368,359.258527538,263.202987541,506.810582334,225.187307778,0.154010898162,587.353483486,307.154457469,511.617764111,781.194639952,732.085017163
243451.844959,240.357412704,189.100495698,358.550541973,353.764085393,722.768657437,384.206054454,775.59916673,396.029244349,321.763716746,941.980817685
302826.610318,173.8926077,198.368967335,101.473233326,464.005167994,111.111769351,462.195778521,676.190254762,57.3649990391,188.58882206,684.987565283
225446.181531,115.488208602,155.85401879,462.940418656,254.487316405,50.0312943392,739.420846227,758.650596563,509.602929714,247.973850072,929.511801908
282499.789908,94.5943543351,442.645219827,346.245937637,512.25481085,230.994333529,712.813632104,288.861711064,982.132533,749.396552604,983.637051149
227297.856928,136.053165807,401.801720568,518.037899752,329.38705033,440.415761106,609.094722029,481.113806837,607.951949901,358.898214979,829.054748676
225749.071763,79.8210763349,341.134412846,241.622459406,359.655212634,501.389042894,276.568957189,221.535888631,531.999079002,500.915265692,862.673372472
271310.712457,200.411571059,77.4856480754,163.391641129,402.840977661,468.611434904,88.7755647901,487.751927576,370.661346916,592.734474761,570.458976588
264182.448111,224.700933693,292.01250165,11.7771092832,439.971832993,229.155740559,453.454303072,557.873878304,399.339652468,506.864731914,560.243391697
292820.397448,221.381068528,154.027820757,67.013501289,397.531084148,320.895677145,325.416326258,473.530741803,282.416843521,572.899289062,444.098096286
224503.186223,118.332417633,191.882081316,84.7426590878,413.343553213,654.866818402,215.138309575,651.82581941,405.465024776,345.870120974,908.152594647
356228.872126,43.0914695758,724.500474915,439.405989565,833.896320885,723.213930097,614.544621785,279.701150685,995.304438445,751.986848408,729.60716503
273522.394203,92.3447144951,92.292210356,40.3549977203,337.242379323,557.556413466,472.635141458,14.302195284,934.560799592,344.681653594,901.409740685
271210.704543,151.812434306,359.906510091,385.481776474,365.038309411,719.189071178,553.45953897,749.914273453,727.915631782,550.838307436,890.96160433
